resource_id,source,title,url,resource_type,format,course_type,openings,color,author,author_title,level_min,level_max,level_tier,duration_min,price_eur,is_free,has_video,has_pgn,has_exercises,has_spaced_rep,rating_score,views_yt,pub_date,description,level_tier_original,level_tier_source,level_tier_new
ude__french_defense_complete_guide,udemy,French Defense Complete Guide,https://www.udemy.com/topic/chess/,course,video,opening,French Defense,Black,,,600.0,1600.0,beginner,200.0,13.0,0,1,0.0,0.0,0.0,4.2,,,French Defense from beginner to intermediate level.,beginner,range_only,beginner
ude__caro_kann_defense_for_beginners,udemy,Caro-Kann Defense for Beginners,https://www.udemy.com/topic/chess/,course,video,opening,Caro-Kann Defense,Black,,,800.0,1600.0,intermediate,200.0,13.0,0,1,0.0,0.0,0.0,4.3,,,Solid and reliable Caro-Kann Defense for beginners.,beginner,range_only,intermediate
ude__italian_game_complete_course,udemy,Italian Game Complete Course,https://www.udemy.com/topic/chess/,course,video,opening,Italian Game,White,,,600.0,1600.0,beginner,200.0,13.0,0,1,0.0,0.0,0.0,4.2,,,Italian Game for White. Easy to learn and very effective at club level.,beginner,range_only,beginner
ude__king_s_indian_defense_basics,udemy,King's Indian Defense Basics,https://www.udemy.com/topic/chess/,course,video,opening,Kings Indian Defense,Black,,,1000.0,1800.0,intermediate,240.0,13.0,0,1,0.0,0.0,0.0,4.3,,,Introduction to the King's Indian Defense for beginners.,beginner,range_only,intermediate
ude__chess_puzzles_1000_tactics_for_beginners,udemy,Chess Puzzles: 1000 Tactics for Beginners,https://www.udemy.com/topic/chess/,course,interactive,tactics,,Both,,,0.0,1400.0,beginner,,13.0,0,0,0.0,1.0,0.0,4.1,,,1000 tactical puzzles organized by theme for beginners.,beginner,range_only,beginner
ude__chess_masterclass_beginner_to_intermediate,udemy,Chess Masterclass: Beginner to Intermediate,https://www.udemy.com/topic/chess/,course,video,general,,Both,,,0.0,1600.0,beginner,480.0,13.0,0,1,0.0,1.0,0.0,4.4,,,Comprehensive course from absolute beginner to intermediate.,beginner,range_only,beginner
ude__chess_calculation_training_for_beginners,udemy,Chess Calculation Training for Beginners,https://www.udemy.com/topic/chess/,course,video,tactics,,Both,,,800.0,1600.0,intermediate,240.0,13.0,0,1,0.0,1.0,0.0,4.2,,,How to calculate variations and avoid blunders.,beginner,range_only,intermediate
ude__chess_openings_the_vienna_game,udemy,Chess Openings: The Vienna Game,https://www.udemy.com/topic/chess/,course,video,opening,Vienna Game,White,,,600.0,1600.0,beginner,180.0,13.0,0,1,0.0,0.0,0.0,4.3,,,The Vienna Game: aggressive and easy to learn for White.,beginner,range_only,beginner
che__chessly_beginner_course_im_levy_rozman,chessly,Chessly Beginner Course (IM Levy Rozman),https://chessly.com/,course,interactive,general,,Both,IM Levy Rozman,IM,0.0,1200.0,beginner,360.0,64.0,0,1,0.0,1.0,1.0,4.8,,,"Fundamentals of openings, middlegames, endgames. Includes drills and quizzes.",beginner,range_only,beginner
che__chessly_intermediate_course_im_levy_rozman,chessly,Chessly Intermediate Course (IM Levy Rozman),https://chessly.com/,course,interactive,general,,Both,IM Levy Rozman,IM,1200.0,1600.0,intermediate,420.0,64.0,0,1,0.0,1.0,1.0,4.7,,,Advanced techniques to cross the 1500 rating barrier.,intermediate,range_only,intermediate
che__the_caro_kann_im_levy_rozman,chessly,The Caro-Kann (IM Levy Rozman),https://chessly.com/,course,interactive,opening,Caro-Kann Defense,Black,IM Levy Rozman,IM,0.0,1800.0,beginner,180.0,64.0,0,1,0.0,1.0,1.0,4.8,,,3+ hours explaining the Caro-Kann for beginners and intermediates.,beginner,range_only,beginner
che__the_gotham_scandi_im_levy_rozman,chessly,The Gotham Scandi (IM Levy Rozman),https://chessly.com/,course,interactive,opening,Scandinavian Defense,Black,IM Levy Rozman,IM,0.0,2200.0,beginner,180.0,64.0,0,1,0.0,1.0,1.0,4.7,,,"Scandinavian Defense. 3h video, 155 quizzes, 162 drills.",beginner,range_only,beginner
che__play_1_d4_im_levy_rozman,chessly,Play 1.d4 (IM Levy Rozman),https://chessly.com/,course,interactive,opening,,White,IM Levy Rozman,IM,0.0,1800.0,beginner,240.0,64.0,0,1,0.0,1.0,1.0,4.7,,,Complete 1.d4 repertoire for White for beginners and intermediates.,beginner,range_only,beginner
che__tactics_course_im_levy_rozman,chessly,Tactics Course (IM Levy Rozman),https://chessly.com/,course,interactive,tactics,,Both,IM Levy Rozman,IM,0.0,1800.0,beginner,300.0,64.0,0,1,0.0,1.0,1.0,4.8,,,Comprehensive tactics training for players under 1800.,beginner,range_only,beginner
che__endgame_course_im_levy_rozman,chessly,Endgame Course (IM Levy Rozman),https://chessly.com/,course,interactive,endgame,,Both,IM Levy Rozman,IM,0.0,1800.0,beginner,240.0,64.0,0,1,0.0,1.0,1.0,4.7,,,Essential endgame techniques for club players.,beginner,range_only,beginner
che__vienna_game_im_levy_rozman,chessly,Vienna Game (IM Levy Rozman),https://chessly.com/,course,interactive,opening,Vienna Game,White,IM Levy Rozman,IM,0.0,1800.0,beginner,180.0,64.0,0,1,0.0,1.0,1.0,4.7,,,Vienna Game as an aggressive weapon for White.,beginner,range_only,beginner
che__london_system_im_levy_rozman,chessly,London System (IM Levy Rozman),https://chessly.com/,course,interactive,opening,London System,White,IM Levy Rozman,IM,0.0,1800.0,beginner,180.0,64.0,0,1,0.0,1.0,1.0,4.6,,,Complete London System for White for club players.,beginner,range_only,beginner
che__french_defense_im_levy_rozman,chessly,French Defense (IM Levy Rozman),https://chessly.com/,course,interactive,opening,French Defense,Black,IM Levy Rozman,IM,0.0,1800.0,beginner,180.0,64.0,0,1,0.0,1.0,1.0,4.7,,,French Defense as Black for beginners and intermediates.,beginner,range_only,beginner
yt__gotham_chess_guide_free_youtube_series,chessly,Gotham Chess Guide (FREE YouTube Series),https://www.youtube.com/playlist?list=PLBRObh-pknPP_Zn9_GCeRToYHcK3MqPL,playlist,video,general,,Both,IM Levy Rozman,IM,0.0,2200.0,beginner,420.0,0.0,1,1,0.0,0.0,0.0,,,,7-part free series from 1000+ to 2200+. Beginner to master roadmap.,beginner,range_only,beginner
yt__beginner_to_chess_master_john_bartholomew,chessly,Beginner to Chess Master (John Bartholomew),https://www.youtube.com/playlist?list=PLQsLDm9Rq9bHKEBnElquF8GuWkI1EJ8Zp,playlist,video,general,,Both,John Bartholomew,,0.0,2000.0,beginner,600.0,0.0,1,1,0.0,0.0,0.0,,,,Step-by-step series to build understanding of chess. Free on YouTube.,beginner,range_only,beginner
yt__how_to_play_chess_ultimate_beginner_guide_got,youtube,How to Play Chess: Ultimate Beginner Guide (GothamChess),https://www.youtube.com/watch?v=OCSbzArwB10,video,video,general,,Both,IM Levy Rozman,IM,0.0,1000.0,beginner,60.0,0.0,1,1,0.0,0.0,0.0,,,,Complete beginner guide in one video. 12M+ views.,beginner,range_only,beginner
yt__chess_fundamentals_hikaru_teaches_beginners,youtube,Chess Fundamentals — Hikaru Teaches Beginners,https://www.youtube.com/watch?v=H764YiYKV_g,video,video,general,,Both,GM Hikaru Nakamura,GM,0.0,1000.0,beginner,90.0,0.0,1,1,0.0,0.0,0.0,,,,GM Hikaru teaches complete beginners the basics.,beginner,range_only,beginner
yt__1_hour_beginner_chess_lesson_gothamchess,youtube,1 Hour Beginner Chess Lesson (GothamChess),https://www.youtube.com/watch?v=rUTYH3v3HiQ,video,video,general,,Both,IM Levy Rozman,IM,0.0,1200.0,beginner,60.0,0.0,1,1,0.0,0.0,0.0,,,,Comprehensive beginner lesson covering fundamentals.,beginner,range_only,beginner
yt__chess_fundamentals_playlist_chess_com,youtube,Chess Fundamentals Playlist (Chess.com),https://www.youtube.com/c/Chessdotcom,playlist,video,general,,Both,Chess.com,,0.0,1200.0,beginner,,0.0,1,1,0.0,0.0,0.0,,,,Official Chess.com YouTube tutorials for beginners.,beginner,range_only,beginner
yt__chess_fundamentals_john_bartholomew_climbing_,youtube,Chess Fundamentals (John Bartholomew — Climbing the Rating Ladder),https://www.youtube.com/playlist?list=PLQsLDm9Rq9bHKEBnElquF8GuWkI1EJ8Zp,playlist,video,general,,Both,John Bartholomew,,0.0,1600.0,beginner,,0.0,1,1,0.0,0.0,0.0,,,,Classic series showing how to improve step by step. Essential viewing.,beginner,range_only,beginner
yt__chess_openings_for_beginners_gothamchess,youtube,Chess Openings for Beginners — GothamChess,https://www.youtube.com/c/GothamChess,playlist,video,opening,,Both,IM Levy Rozman,IM,0.0,1400.0,beginner,,0.0,1,1,0.0,0.0,0.0,,,,Opening guides for beginners. Largest chess YouTube channel.,beginner,range_only,beginner
yt__london_system_tutorial_for_beginners,youtube,London System Tutorial for Beginners,https://www.youtube.com/watch?v=example_london,video,video,opening,London System,White,,,0.0,1400.0,beginner,45.0,0.0,1,1,0.0,0.0,0.0,,,,Simple and solid London System for White. Great for beginners.,beginner,range_only,beginner
yt__italian_game_for_beginners_hanging_pawns,youtube,Italian Game for Beginners (Hanging Pawns),https://www.youtube.com/c/HangingPawns,video,video,opening,Italian Game,White,Hanging Pawns,,800.0,1600.0,intermediate,60.0,0.0,1,1,0.0,0.0,0.0,,,,Italian Game explained with plans and typical positions.,beginner,range_only,intermediate
yt__caro_kann_for_beginners_john_bartholomew,youtube,Caro-Kann for Beginners (John Bartholomew),https://www.youtube.com/playlist?list=PLVWaFpMwtaGg2Xc_-s3jqLzpbHtxjEVnD,playlist,video,opening,Caro-Kann Defense,Black,John Bartholomew,,800.0,1600.0,intermediate,,0.0,1,1,0.0,0.0,0.0,,,,Complete Caro-Kann playlist for beginners.,beginner,range_only,intermediate
yt__french_defense_for_beginners_john_bartholomew,youtube,French Defense for Beginners (John Bartholomew),https://www.youtube.com/playlist?list=PLVWaFpMwtaGjG0vD5QinNPfljFBmD5lR1,playlist,video,opening,French Defense,Black,John Bartholomew,,800.0,1600.0,intermediate,,0.0,1,1,0.0,0.0,0.0,,,,Complete French Defense playlist for beginners.,beginner,range_only,intermediate
yt__king_s_indian_defense_guide_hanging_pawns,youtube,King's Indian Defense Guide (Hanging Pawns),https://www.youtube.com/playlist?list=PLPgbFOFGDcyT1NXLA0KCgI_P7gbfZxmYf,playlist,video,opening,Kings Indian Defense,Black,Hanging Pawns,,1000.0,1800.0,intermediate,,0.0,1,1,0.0,0.0,0.0,,,,King's Indian Defense explained for improving players.,beginner,range_only,intermediate
yt__queen_s_gambit_guide_gothamchess,youtube,Queen's Gambit Guide (GothamChess),https://www.youtube.com/playlist?list=PLBRObh-pknPMFWDEsWNLVzRGzxL3vbFz-,playlist,video,opening,Queens Gambit,Both,IM Levy Rozman,IM,800.0,1600.0,intermediate,,0.0,1,1,0.0,0.0,0.0,,,,Queen's Gambit for both White and Black.,beginner,range_only,intermediate
yt__chess_tactics_for_beginners_chess_com,youtube,Chess Tactics for Beginners (Chess.com),https://www.chess.com/learn-how-to-play-chess,playlist,video,tactics,,Both,Chess.com,,0.0,1400.0,beginner,,0.0,1,1,0.0,1.0,0.0,,,,Structured tactics lessons for beginners.,beginner,range_only,beginner
yt__danya_s_speed_run_daniel_naroditsky,youtube,Danya's Speed Run (Daniel Naroditsky),https://www.youtube.com/c/DanielNaroditskyGM,playlist,video,general,,Both,GM Daniel Naroditsky,GM,800.0,2000.0,beginner,,0.0,1,1,0.0,0.0,0.0,,,,GM explains every decision at club level. Excellent for 1000-1800.,intermediate,range_only,beginner
yt__powerplay_chess_fundamentals,youtube,PowerPlay Chess — Fundamentals,https://www.youtube.com/c/PowerPlayChess,playlist,video,general,,Both,GM Daniel King,GM,1000.0,2000.0,intermediate,,0.0,1,1,0.0,0.0,0.0,,,,GM Daniel King explains positional concepts and strategy.,intermediate,range_only,intermediate
yt__remote_chess_academy_3_rules_to_reach_2000,youtube,Remote Chess Academy — 3 Rules to Reach 2000,https://www.youtube.com/watch?v=2miolLK8DiI,video,video,general,,Both,GM Igor Smirnov,GM,800.0,2000.0,beginner,60.0,0.0,1,1,0.0,0.0,0.0,,,,3 simple rules that dramatically improve your chess.,intermediate,range_only,beginner
yt__chess_endgames_for_beginners_john_bartholomew,youtube,Chess Endgames for Beginners (John Bartholomew),https://www.youtube.com/c/JohnBartholomewChess,playlist,video,endgame,,Both,John Bartholomew,,0.0,1600.0,beginner,,0.0,1,1,0.0,0.0,0.0,,,,Endgame fundamentals series by John Bartholomew.,beginner,range_only,beginner
yt__saint_louis_chess_club_beginner_lectures,youtube,Saint Louis Chess Club — Beginner Lectures,https://www.youtube.com/c/STLChessClub,playlist,video,general,,Both,Saint Louis Chess Club,,0.0,1800.0,beginner,,0.0,1,1,0.0,0.0,0.0,,,,Free lectures from the strongest chess club in America.,beginner,range_only,beginner
yt__gothamchess_every_beginner_should_watch_this,youtube,GothamChess — Every Beginner Should Watch This,https://www.youtube.com/watch?v=00Nfr_FfHwA,video,video,general,,Both,IM Levy Rozman,IM,0.0,1200.0,beginner,75.0,0.0,1,1,0.0,0.0,0.0,,,,Essential video for all beginners. 10M+ views.,beginner,range_only,beginner
yt__chess_openings_the_best_for_beginners_gotham,youtube,Chess Openings: The Best for Beginners (Gotham),https://www.youtube.com/watch?v=TemLSMDKSMw,video,video,opening,,Both,IM Levy Rozman,IM,0.0,1200.0,beginner,30.0,0.0,1,1,0.0,0.0,0.0,,,,Best opening choices for beginners. Simple and effective.,beginner,range_only,beginner
yt__tactics_training_chess_com_tv,youtube,Tactics Training — Chess.com TV,https://www.youtube.com/c/Chessdotcom,playlist,video,tactics,,Both,Chess.com,,0.0,1600.0,beginner,,0.0,1,1,0.0,1.0,0.0,,,,Regular tactics streams and lessons from Chess.com.,beginner,range_only,beginner
yt__chess_fundamentals_eric_rosen,youtube,Chess Fundamentals — Eric Rosen,https://www.youtube.com/c/EricRosenChess,playlist,video,general,,Both,IM Eric Rosen,IM,0.0,1600.0,beginner,,0.0,1,1,0.0,0.0,0.0,,,,Fun and instructive chess content for beginners by IM Eric Rosen.,beginner,range_only,beginner
yt__opening_theory_for_beginners_chessbrah,youtube,Opening Theory for Beginners — ChessBrah,https://www.youtube.com/c/chessbrah,playlist,video,opening,,Both,GM Eric Hansen,GM,800.0,1800.0,beginner,,0.0,1,1,0.0,0.0,0.0,,,,Opening tutorials and theory for improving players.,intermediate,range_only,beginner
yt__hanging_pawns_sicilian_defense,youtube,Hanging Pawns — Sicilian Defense,https://www.youtube.com/playlist?list=PLPgbFOFGDcyT7eXjExHmijbL0yiNz4gLV,playlist,video,opening,Sicilian Defense,Black,Hanging Pawns,,1000.0,1800.0,intermediate,,0.0,1,1,0.0,0.0,0.0,,,,Sicilian Defense in depth for improving players.,intermediate,range_only,intermediate
yt__hanging_pawns_caro_kann,youtube,Hanging Pawns — Caro-Kann,https://www.youtube.com/playlist?list=PLPgbFOFGDcyQ_tILvTq__B4LRvdaTGMqJ,playlist,video,opening,Caro-Kann Defense,Black,Hanging Pawns,,1000.0,1800.0,intermediate,,0.0,1,1,0.0,0.0,0.0,,,,Caro-Kann Defense complete playlist.,intermediate,range_only,intermediate
yt__beginner_chess_lessons_chesstalk,youtube,Beginner Chess Lessons — ChessTalk,https://www.youtube.com/c/ChessTalk,playlist,video,general,,Both,ChessTalk,,0.0,1200.0,beginner,,0.0,1,1,0.0,0.0,0.0,,,,Chess fundamentals and opening guides for beginners.,beginner,range_only,beginner
yt__chess_strategies_for_beginners_igor_smirnov,youtube,Chess Strategies for Beginners — Igor Smirnov,https://www.youtube.com/c/RemoteChessAcademy,playlist,video,middlegame,,Both,GM Igor Smirnov,GM,800.0,1800.0,beginner,,0.0,1,1,0.0,0.0,0.0,,,,Strategic concepts explained by GM Smirnov for club players.,intermediate,range_only,beginner
yt__how_to_study_chess_productive_improvement,youtube,How to Study Chess — Productive Improvement,https://www.youtube.com/c/GothamChess,video,video,general,,Both,IM Levy Rozman,IM,0.0,2000.0,beginner,45.0,0.0,1,1,0.0,0.0,0.0,,,,How to study chess efficiently for maximum improvement.,beginner,range_only,beginner
yt__chess_opening_principles_explained_gothamches,youtube,Chess Opening Principles Explained (GothamChess),https://www.youtube.com/watch?v=example_principles,video,video,opening,,Both,IM Levy Rozman,IM,0.0,1200.0,beginner,30.0,0.0,1,1,0.0,0.0,0.0,,,,The 3 most important opening principles every beginner must know.,beginner,range_only,beginner
yt__chess_calculations_for_beginners,youtube,Chess Calculations for Beginners,https://www.youtube.com/c/DanielNaroditskyGM,video,video,tactics,,Both,GM Daniel Naroditsky,GM,800.0,1800.0,beginner,45.0,0.0,1,1,0.0,0.0,0.0,,,,How to calculate variations and find tactics in your games.,intermediate,range_only,beginner
che__chess_com_lessons_beginners,chess.com,Chess.com Lessons — Beginners,https://www.chess.com/learn-how-to-play-chess,course,interactive,general,,Both,Chess.com,,0.0,1000.0,beginner,,0.0,1,0,0.0,1.0,0.0,,,,Free introductory lessons covering opening principles and basic tactics.,beginner,range_only,beginner
che__chess_com_tactics_trainer,chess.com,Chess.com Tactics Trainer,https://www.chess.com/puzzles,course,interactive,tactics,,Both,Chess.com,,0.0,2400.0,beginner,,0.0,1,0,0.0,1.0,0.0,,,,Adaptive tactics puzzles calibrated to your level. Free tier available.,beginner,range_only,beginner
che__chess_com_opening_explorer,chess.com,Chess.com Opening Explorer,https://www.chess.com/openings,course,interactive,opening,,Both,Chess.com,,0.0,2400.0,beginner,,0.0,1,0,0.0,0.0,0.0,,,,Interactive opening explorer with statistics and example games.,beginner,range_only,beginner
che__chess_com_video_lessons_strategy,chess.com,Chess.com Video Lessons — Strategy,https://www.chess.com/lessons,course,video,middlegame,,Both,Chess.com,,800.0,1800.0,beginner,,0.0,1,1,0.0,0.0,0.0,,,,"Video lessons on strategy, pawn structures and planning.",intermediate,range_only,beginner
che__chess_com_video_lessons_endgames,chess.com,Chess.com Video Lessons — Endgames,https://www.chess.com/lessons,course,video,endgame,,Both,Chess.com,,0.0,1600.0,beginner,,0.0,1,1,0.0,1.0,0.0,,,,Endgame video lessons from beginner to advanced.,beginner,range_only,beginner
che__chess_com_video_lessons_openings,chess.com,Chess.com Video Lessons — Openings,https://www.chess.com/lessons,course,video,opening,,Both,Chess.com,,0.0,1800.0,beginner,,0.0,1,1,0.0,0.0,0.0,,,,Opening video courses covering all major systems.,beginner,range_only,beginner
che__chess_com_drills,chess.com,Chess.com Drills,https://www.chess.com/drills,course,interactive,general,,Both,Chess.com,,0.0,2000.0,beginner,,0.0,1,0,0.0,1.0,1.0,,,,Spaced repetition drills for openings and endgames.,beginner,range_only,beginner
che__chess_com_game_review_analysis,chess.com,Chess.com Game Review & Analysis,https://www.chess.com/analysis,course,interactive,general,,Both,Chess.com,,0.0,2400.0,beginner,,0.0,1,0,0.0,0.0,0.0,,,,Analyze your games with engine. Beginner-friendly explanations.,beginner,range_only,beginner
che__chess_com_master_games_database,chess.com,Chess.com Master Games Database,https://www.chess.com/games,course,interactive,general,,Both,Chess.com,,800.0,2400.0,intermediate,,0.0,1,0,0.0,0.0,0.0,,,,"Study master games filtered by opening, player or year.",intermediate,range_only,intermediate
che__chess_mentor_chess_com,chess.com,Chess Mentor (Chess.com),https://www.chess.com/mentor,course,interactive,general,,Both,Chess.com,,0.0,2000.0,beginner,,0.0,1,0,0.0,1.0,0.0,,,,Guided learning path with exercises adapted to your level.,beginner,range_only,beginner
lic__lichess_opening_explorer,lichess,Lichess Opening Explorer,https://lichess.org/analysis,course,interactive,opening,,Both,Lichess,,0.0,2400.0,beginner,,0.0,1,0,0.0,0.0,0.0,,,,Free opening explorer. Massive database of games at all levels.,beginner,range_only,beginner
lic__lichess_tactics_trainer,lichess,Lichess Tactics Trainer,https://lichess.org/training,course,interactive,tactics,,Both,Lichess,,0.0,2400.0,beginner,,0.0,1,0,0.0,1.0,0.0,,,,Completely free adaptive tactics trainer. Rated puzzles for all levels.,beginner,range_only,beginner
lic__lichess_studies_beginner,lichess,Lichess Studies — Beginner,https://lichess.org/study,course,interactive,general,,Both,Lichess Community,,0.0,1400.0,beginner,,0.0,1,0,0.0,1.0,0.0,,,,Community-created studies on all chess topics. 100% free.,beginner,range_only,beginner
lic__lichess_practice_tool,lichess,Lichess Practice Tool,https://lichess.org/practice,course,interactive,endgame,,Both,Lichess,,0.0,2000.0,beginner,,0.0,1,0,0.0,1.0,0.0,,,,Practice endgames and opening positions against engine. Free.,beginner,range_only,beginner
lic__lichess_learn_chess_basics,lichess,Lichess Learn: Chess Basics,https://lichess.org/learn,course,interactive,general,,Both,Lichess,,0.0,800.0,beginner,,0.0,1,0,0.0,1.0,0.0,,,,Interactive lessons teaching the rules and basics of chess. 100% free.,beginner,range_only,beginner
lic__lichess_coordinate_training,lichess,Lichess Coordinate Training,https://lichess.org/training/coordinate,course,interactive,general,,Both,Lichess,,0.0,1200.0,beginner,,0.0,1,0,0.0,1.0,0.0,,,,Train board coordinates. Essential for beginners.,beginner,range_only,beginner
che__chess_tempo_tactics_trainer,chess_tempo,Chess Tempo Tactics Trainer,https://chesstempo.com,course,interactive,tactics,,Both,ChessTempo,,0.0,2400.0,beginner,,0.0,1,0,0.0,1.0,0.0,,,,Professional tactics trainer. Free tier with full access to puzzles.,beginner,range_only,beginner
che__chess_tempo_endgame_training,chess_tempo,Chess Tempo Endgame Training,https://chesstempo.com/chess-endgames.html,course,interactive,endgame,,Both,ChessTempo,,0.0,2000.0,beginner,,0.0,1,0,0.0,1.0,0.0,,,,Endgame training module. Practice theoretical endgames.,beginner,range_only,beginner
che__chess_tempo_opening_training,chess_tempo,Chess Tempo Opening Training,https://chesstempo.com/chess-openings.html,course,interactive,opening,,Both,ChessTempo,,0.0,2000.0,beginner,,0.0,1,0,0.0,1.0,1.0,,,,Train opening moves with spaced repetition.,beginner,range_only,beginner
che__chess_tempo_game_database,chess_tempo,Chess Tempo Game Database,https://chesstempo.com/game-database.html,course,interactive,general,,Both,ChessTempo,,800.0,2400.0,intermediate,,0.0,1,0,0.0,0.0,0.0,,,,Large game database for opening research and study.,intermediate,range_only,intermediate
che__curso_gratis_para_principiantes,chessenigma,Curso Gratis para Principiantes,https://www.chessenigma.com/cursos-de-ajedrez/,course,interactive,general,,Both,Rey Enigma,,0.0,1000.0,beginner,,0.0,1,1,0.0,1.0,0.0,,,,Conceptos básicos de ajedrez. Completamente gratuito.,beginner,range_only,beginner
che__repertorio_de_aperturas_para_principiantes,chessenigma,Repertorio de Aperturas para Principiantes,https://www.chessenigma.com/repertorio-de-aperturas-para-principiantes/,course,interactive,opening,Colle System|Dutch Defense|Sicilian Defense,Both,Rey Enigma,,0.0,1400.0,beginner,,49.0,0,1,0.0,1.0,0.0,,,,"Sistema Colle, Holandesa y Siciliana. Para principiantes.",beginner,range_only,beginner
che__curso_de_t_ctica_para_principiantes,chessenigma,Curso de Táctica para Principiantes,https://www.chessenigma.com/curso-tactica-para-principiantes/,course,interactive,tactics,,Both,Rey Enigma,,0.0,1200.0,beginner,,25.0,0,1,0.0,1.0,0.0,,,,10 lecciones interactivas + 1000 ejercicios de táctica.,beginner,range_only,beginner
che__curso_de_finales_para_principiantes,chessenigma,Curso de Finales para Principiantes,https://www.chessenigma.com/finales-para-principiantes/,course,interactive,endgame,,Both,Rey Enigma,,0.0,1200.0,beginner,,25.0,0,1,0.0,1.0,0.0,,,,Conceptos básicos de finales con ejercicios interactivos.,beginner,range_only,beginner
che__pack_3_cursos_principiantes_t_ctica_estrategi,chessenigma,Pack 3 Cursos Principiantes (Táctica+Estrategia+Finales),https://www.chessenigma.com/pack-para-principiantes-tactica-estrategia-finales/,course,interactive,general,,Both,Rey Enigma,,0.0,1200.0,beginner,,62.0,0,1,0.0,1.0,0.0,,,,"3 cursos completos: táctica, estrategia y finales para principiantes.",beginner,range_only,beginner
che__opening_pack_for_beginners_colle_dutch_sicili,chessenigma,Opening Pack for Beginners (Colle+Dutch+Sicilian),https://www.chessenigma.com/,course,interactive,opening,Colle System|Dutch Defense|Sicilian Defense,Both,Rey Enigma,,0.0,1400.0,beginner,,49.0,0,1,0.0,1.0,0.0,,,,"Pack de aperturas para principiantes. Sistema Colle, Holandesa y Siciliana.",beginner,range_only,beginner
che__endgame_technique_23_keys_gm_blohberger,chessenigma,Endgame Technique — 23 Keys (GM Blohberger),https://www.chessenigma.com/,course,interactive,endgame,,Both,GM Felix Blohberger,GM,1000.0,1800.0,intermediate,,49.0,0,1,0.0,1.0,0.0,,,,23 claves para dominar los finales. Nivel intermedio.,intermediate,range_only,intermediate
che__chessenigma_training_program_gm_neiksans,chessenigma,ChessEnigma Training Program (GM Neiksans),https://www.chessenigma.com/programa-chessenigma/,course,interactive,general,,Both,GM Arturs Neiksans,GM,800.0,2000.0,beginner,,173.0,0,1,0.0,1.0,0.0,,,,Programa completo de mejora. Principiantes y aficionados.,intermediate,range_only,beginner
che__enigmatic_nimzo_queens_indian_gm_santos,chessenigma,Enigmatic Nimzo-Queens Indian (GM Santos),https://www.chessenigma.com/,course,interactive,opening,Nimzo-Indian Defense|Queens Indian Defense,Black,GM Miguel Santos,GM,1200.0,2000.0,intermediate,,67.0,0,1,0.0,1.0,0.0,,,,Repertorio complejo para negras. Nimzo e India de Dama.,intermediate,range_only,intermediate
new__new_in_chess_yearbook_subscription,newinchess,New In Chess Yearbook (Subscription),https://www.newinchess.com/yearbook,course,text,opening,,Both,New In Chess,,1400.0,2400.0,intermediate,,30.0,0,0,1.0,0.0,0.0,,,,Quarterly opening surveys and novelties. For serious club players.,intermediate,range_only,intermediate
che__chessmood_beginner_warrior_program,chessmood,ChessMood — Beginner Warrior Program,https://chessmood.com/,course,video,general,,Both,GM Avetik Grigoryan,GM,0.0,1400.0,beginner,,49.0,0,1,0.0,1.0,1.0,,,,Structured improvement program for beginners with spaced repetition.,beginner,range_only,beginner
che__chessmood_king_s_indian_attack_white,chessmood,ChessMood — King's Indian Attack (White),https://chessmood.com/,course,video,opening,Kings Indian Attack,White,GM Avetik Grigoryan,GM,800.0,1800.0,beginner,,49.0,0,1,0.0,1.0,1.0,,,,Complete King's Indian Attack repertoire for White.,beginner,range_only,beginner
che__chessmood_accelerated_dragon_black,chessmood,ChessMood — Accelerated Dragon (Black),https://chessmood.com/,course,video,opening,Accelerated Dragon,Black,GM Avetik Grigoryan,GM,1000.0,2000.0,intermediate,,49.0,0,1,0.0,1.0,1.0,,,,Aggressive Dragon Sicilian repertoire for Black.,intermediate,range_only,intermediate
che__chessmood_tactics_calculation,chessmood,ChessMood — Tactics & Calculation,https://chessmood.com/,course,video,tactics,,Both,GM Avetik Grigoryan,GM,800.0,2000.0,beginner,,49.0,0,1,0.0,1.0,1.0,,,,Systematic tactics training with spaced repetition.,intermediate,range_only,beginner
che__chess_kids_complete_beginner_series,chess_kids,Chess Kids — Complete Beginner Series,https://www.chesskid.com/learn,course,interactive,general,,Both,Chess.com Kids,,0.0,600.0,beginner,,0.0,1,0,0.0,1.0,0.0,,,,Free chess learning for kids. Animated and gamified.,beginner,range_only,beginner
icc__icc_chess_school_beginner_level,icc,ICC Chess School — Beginner Level,https://www.chessclub.com/,course,video,general,,Both,ICC,,0.0,1400.0,beginner,,0.0,1,1,0.0,1.0,0.0,,,,Beginner lessons from the Internet Chess Club.,beginner,range_only,beginner
man__the_woodpecker_method,manual,The Woodpecker Method,https://www.amazon.com/s?k=The+Woodpecker+Method+Axel+Smith,book,text,tactics,,Both,Axel Smith & Hans Tikkanen,,1000.0,2000.0,intermediate,,28.0,0,0,0.0,1.0,0.0,,,,Systematic tactics training method. Repeat sets of puzzles for speed.,intermediate,range_only,intermediate
man__chess_tactics_from_scratch_weteschnik,manual,Chess Tactics from Scratch (Weteschnik),https://www.amazon.com/s?k=Chess+Tactics+from+Scratch,book,text,tactics,,Both,Martin Weteschnik,,1000.0,1800.0,intermediate,,26.0,0,0,0.0,1.0,0.0,,,,Understanding the logic of chess tactics. Excellent for 1000-1800.,intermediate,range_only,intermediate
